"id","click_type","creation_date"
844,BUCKET,2023-02-10 13:41:19.161
888,BUCKET,2023-02-10 13:41:19.577
928,BUCKET,2023-02-10 13:41:20.068
970,BUCKET,2023-02-10 13:41:20.496
1004,BUCKET,2023-02-10 13:41:46.385
1047,BUCKET,2023-02-10 13:41:46.796
1092,BUCKET,2023-02-10 13:41:47.257
1135,BUCKET,2023-02-10 13:41:47.685
1178,BUCKET,2023-02-10 13:41:48.195
1218,BUCKET,2023-02-10 13:41:48.574
1264,BUCKET,2023-02-10 13:41:49.062
1308,BUCKET,2023-02-10 13:41:49.485
1351,BUCKET,2023-02-10 13:41:49.905
1392,BUCKET,2023-02-10 13:41:50.352
1437,BUCKET,2023-02-10 13:41:50.813
1481,BUCKET,2023-02-10 13:41:51.261
1522,BUCKET,2023-02-10 13:41:51.657
1565,BUCKET,2023-02-10 13:41:52.130
1609,BUCKET,2023-02-10 13:41:52.587
1648,BUCKET,2023-02-10 13:41:53.010
1694,BUCKET,2023-02-10 13:41:53.466
1737,BUCKET,2023-02-10 13:41:53.977
1777,BUCKET,2023-02-10 13:41:54.377
1824,BUCKET,2023-02-10 13:41:54.803
1868,BUCKET,2023-02-10 13:41:55.265
1910,BUCKET,2023-02-10 13:41:55.745
1953,BUCKET,2023-02-10 13:41:56.162
1996,BUCKET,2023-02-10 13:41:56.572
2039,HOME,2023-02-10 13:42:01.509
2082,HOME,2023-02-10 13:42:01.964
2128,HOME,2023-02-10 13:42:02.490
2171,HOME,2023-02-10 13:42:02.928
2214,HOME,2023-02-10 13:42:03.385
2259,HOME,2023-02-10 13:42:03.854
2293,HOME,2023-02-10 13:42:04.256
2345,HOME,2023-02-10 13:42:04.744
2386,HOME,2023-02-10 13:42:05.135
2429,HOME,2023-02-10 13:42:05.598
2472,HOME,2023-02-10 13:42:06.066
2516,HOME,2023-02-10 13:42:06.544
2561,HOME,2023-02-10 13:42:07.009
2605,HOME,2023-02-10 13:42:07.439
2648,HOME,2023-02-10 13:42:07.919
2690,HOME,2023-02-10 13:42:08.357
2735,HOME,2023-02-10 13:42:08.766
2775,HOME,2023-02-10 13:42:09.198
2820,HOME,2023-02-10 13:42:09.703
2863,HOME,2023-02-10 13:42:10.100
2906,HOME,2023-02-10 13:42:10.578
2949,HOME,2023-02-10 13:42:11.035
2987,HOME,2023-02-10 13:42:11.413
165,BUCKET,2023-02-10 13:41:11.884
205,BUCKET,2023-02-10 13:41:12.349
245,BUCKET,2023-02-10 13:41:12.817
284,BUCKET,2023-02-10 13:41:13.224
323,BUCKET,2023-02-10 13:41:13.641
367,BUCKET,2023-02-10 13:41:14.064
401,BUCKET,2023-02-10 13:41:14.466
447,BUCKET,2023-02-10 13:41:14.955
482,BUCKET,2023-02-10 13:41:15.322
525,BUCKET,2023-02-10 13:41:15.775
565,BUCKET,2023-02-10 13:41:16.216
606,BUCKET,2023-02-10 13:41:16.574
647,BUCKET,2023-02-10 13:41:17.056
686,BUCKET,2023-02-10 13:41:17.471
726,BUCKET,2023-02-10 13:41:17.915
765,BUCKET,2023-02-10 13:41:18.305
805,BUCKET,2023-02-10 13:41:18.701
845,BUCKET,2023-02-10 13:41:19.133
889,BUCKET,2023-02-10 13:41:19.640
929,BUCKET,2023-02-10 13:41:20.053
968,BUCKET,2023-02-10 13:41:20.463
1005,BUCKET,2023-02-10 13:41:46.389
1045,BUCKET,2023-02-10 13:41:46.803
1093,BUCKET,2023-02-10 13:41:47.259
1136,BUCKET,2023-02-10 13:41:47.720
1182,BUCKET,2023-02-10 13:41:48.189
1221,BUCKET,2023-02-10 13:41:48.571
1265,BUCKET,2023-02-10 13:41:49.062
1309,BUCKET,2023-02-10 13:41:49.453
1352,BUCKET,2023-02-10 13:41:49.907
1394,BUCKET,2023-02-10 13:41:50.353
1434,BUCKET,2023-02-10 13:41:50.811
1480,BUCKET,2023-02-10 13:41:51.261
1523,BUCKET,2023-02-10 13:41:51.726
1570,BUCKET,2023-02-10 13:41:52.190
1610,BUCKET,2023-02-10 13:41:52.570
1652,BUCKET,2023-02-10 13:41:53.074
1695,BUCKET,2023-02-10 13:41:53.514
1738,BUCKET,2023-02-10 13:41:53.944
1784,BUCKET,2023-02-10 13:41:54.394
1825,BUCKET,2023-02-10 13:41:54.877
1864,BUCKET,2023-02-10 13:41:55.262
1911,BUCKET,2023-02-10 13:41:55.778
1954,BUCKET,2023-02-10 13:41:56.225
1997,BUCKET,2023-02-10 13:41:56.555
2040,HOME,2023-02-10 13:42:01.507
2083,HOME,2023-02-10 13:42:02.069
2130,HOME,2023-02-10 13:42:02.507
2173,HOME,2023-02-10 13:42:02.931
2215,HOME,2023-02-10 13:42:03.374
2260,HOME,2023-02-10 13:42:03.847
2302,HOME,2023-02-10 13:42:04.261
2346,HOME,2023-02-10 13:42:04.745
2387,HOME,2023-02-10 13:42:05.161
2430,HOME,2023-02-10 13:42:05.626
2473,HOME,2023-02-10 13:42:06.026
2510,HOME,2023-02-10 13:42:06.493
2562,HOME,2023-02-10 13:42:06.987
2606,HOME,2023-02-10 13:42:07.478
2649,HOME,2023-02-10 13:42:07.916
2695,HOME,2023-02-10 13:42:08.396
2731,HOME,2023-02-10 13:42:08.802
2776,HOME,2023-02-10 13:42:09.198
2821,HOME,2023-02-10 13:42:09.720
2864,HOME,2023-02-10 13:42:10.114
2907,HOME,2023-02-10 13:42:10.603
2950,HOME,2023-02-10 13:42:11.061
2993,HOME,2023-02-10 13:42:11.437
167,BUCKET,2023-02-10 13:41:11.901
206,BUCKET,2023-02-10 13:41:12.325
246,BUCKET,2023-02-10 13:41:12.846
286,BUCKET,2023-02-10 13:41:13.223
326,BUCKET,2023-02-10 13:41:13.696
362,BUCKET,2023-02-10 13:41:14.029
405,BUCKET,2023-02-10 13:41:14.470
446,BUCKET,2023-02-10 13:41:14.897
483,BUCKET,2023-02-10 13:41:15.312
526,BUCKET,2023-02-10 13:41:15.779
566,BUCKET,2023-02-10 13:41:16.183
608,BUCKET,2023-02-10 13:41:16.629
639,BUCKET,2023-02-10 13:41:17.013
687,BUCKET,2023-02-10 13:41:17.459
725,BUCKET,2023-02-10 13:41:17.918
766,BUCKET,2023-02-10 13:41:18.299
807,BUCKET,2023-02-10 13:41:18.753
846,BUCKET,2023-02-10 13:41:19.167
890,BUCKET,2023-02-10 13:41:19.631
930,BUCKET,2023-02-10 13:41:20.073
969,BUCKET,2023-02-10 13:41:20.459
1006,BUCKET,2023-02-10 13:41:46.385
1046,BUCKET,2023-02-10 13:41:46.805
1094,BUCKET,2023-02-10 13:41:47.309
1137,BUCKET,2023-02-10 13:41:47.691
1183,BUCKET,2023-02-10 13:41:48.190
1225,BUCKET,2023-02-10 13:41:48.633
1266,BUCKET,2023-02-10 13:41:49.063
1306,BUCKET,2023-02-10 13:41:49.451
1350,BUCKET,2023-02-10 13:41:49.916
1396,BUCKET,2023-02-10 13:41:50.353
1438,BUCKET,2023-02-10 13:41:50.816
1482,BUCKET,2023-02-10 13:41:51.306
1524,BUCKET,2023-02-10 13:41:51.686
1566,BUCKET,2023-02-10 13:41:52.181
1611,BUCKET,2023-02-10 13:41:52.560
1653,BUCKET,2023-02-10 13:41:53.077
1696,BUCKET,2023-02-10 13:41:53.471
1741,BUCKET,2023-02-10 13:41:53.917
1782,BUCKET,2023-02-10 13:41:54.374
1827,BUCKET,2023-02-10 13:41:54.908
1869,BUCKET,2023-02-10 13:41:55.357
1913,BUCKET,2023-02-10 13:41:55.771
1955,BUCKET,2023-02-10 13:41:56.251
1998,BUCKET,2023-02-10 13:41:56.576
2042,HOME,2023-02-10 13:42:01.511
2084,HOME,2023-02-10 13:42:02.068
2131,HOME,2023-02-10 13:42:02.491
2172,HOME,2023-02-10 13:42:02.933
2216,HOME,2023-02-10 13:42:03.429
2251,HOME,2023-02-10 13:42:03.843
2300,HOME,2023-02-10 13:42:04.262
2348,HOME,2023-02-10 13:42:04.736
2388,HOME,2023-02-10 13:42:05.152
2431,HOME,2023-02-10 13:42:05.631
2474,HOME,2023-02-10 13:42:06.085
2517,HOME,2023-02-10 13:42:06.543
2563,HOME,2023-02-10 13:42:07.031
2607,HOME,2023-02-10 13:42:07.434
2650,HOME,2023-02-10 13:42:07.916
2696,HOME,2023-02-10 13:42:08.405
2736,HOME,2023-02-10 13:42:08.843
2774,HOME,2023-02-10 13:42:09.238
2822,HOME,2023-02-10 13:42:09.682
2865,HOME,2023-02-10 13:42:10.185
2908,HOME,2023-02-10 13:42:10.559
2951,HOME,2023-02-10 13:42:11.034
2994,HOME,2023-02-10 13:42:11.434
166,BUCKET,2023-02-10 13:41:11.899
207,BUCKET,2023-02-10 13:41:12.355
247,BUCKET,2023-02-10 13:41:12.842
288,BUCKET,2023-02-10 13:41:13.243
327,BUCKET,2023-02-10 13:41:13.636
360,BUCKET,2023-02-10 13:41:14.039
407,BUCKET,2023-02-10 13:41:14.541
442,BUCKET,2023-02-10 13:41:14.935
487,BUCKET,2023-02-10 13:41:15.388
529,BUCKET,2023-02-10 13:41:15.815
567,BUCKET,2023-02-10 13:41:16.166
605,BUCKET,2023-02-10 13:41:16.629
645,BUCKET,2023-02-10 13:41:17.067
688,BUCKET,2023-02-10 13:41:17.544
727,BUCKET,2023-02-10 13:41:17.933
767,BUCKET,2023-02-10 13:41:18.305
808,BUCKET,2023-02-10 13:41:18.784
847,BUCKET,2023-02-10 13:41:19.180
891,BUCKET,2023-02-10 13:41:19.636
931,BUCKET,2023-02-10 13:41:20.067
971,BUCKET,2023-02-10 13:41:20.480
1007,BUCKET,2023-02-10 13:41:46.386
1052,BUCKET,2023-02-10 13:41:46.821
1095,BUCKET,2023-02-10 13:41:47.293
1138,BUCKET,2023-02-10 13:41:47.736
1185,BUCKET,2023-02-10 13:41:48.184
1219,BUCKET,2023-02-10 13:41:48.576
1267,BUCKET,2023-02-10 13:41:49.061
1310,BUCKET,2023-02-10 13:41:49.472
1353,BUCKET,2023-02-10 13:41:49.952
1393,BUCKET,2023-02-10 13:41:50.355
1439,BUCKET,2023-02-10 13:41:50.837
1483,BUCKET,2023-02-10 13:41:51.292
1525,BUCKET,2023-02-10 13:41:51.702
1567,BUCKET,2023-02-10 13:41:52.129
1606,BUCKET,2023-02-10 13:41:52.588
1654,BUCKET,2023-02-10 13:41:53.048
1697,BUCKET,2023-02-10 13:41:53.498
1740,BUCKET,2023-02-10 13:41:53.921
1783,BUCKET,2023-02-10 13:41:54.391
1828,BUCKET,2023-02-10 13:41:54.856
1871,BUCKET,2023-02-10 13:41:55.311
1914,BUCKET,2023-02-10 13:41:55.825
1956,BUCKET,2023-02-10 13:41:56.258
2000,BUCKET,2023-02-10 13:41:56.571
2041,HOME,2023-02-10 13:42:01.510
2085,HOME,2023-02-10 13:42:02.075
2132,HOME,2023-02-10 13:42:02.489
2174,HOME,2023-02-10 13:42:02.996
2218,HOME,2023-02-10 13:42:03.445
2252,HOME,2023-02-10 13:42:03.847
2304,HOME,2023-02-10 13:42:04.304
2343,HOME,2023-02-10 13:42:04.706
2389,HOME,2023-02-10 13:42:05.198
2432,HOME,2023-02-10 13:42:05.640
2476,HOME,2023-02-10 13:42:06.062
2518,HOME,2023-02-10 13:42:06.581
2564,HOME,2023-02-10 13:42:07.018
2608,HOME,2023-02-10 13:42:07.433
2652,HOME,2023-02-10 13:42:07.897
2693,HOME,2023-02-10 13:42:08.407
2737,HOME,2023-02-10 13:42:08.802
2779,HOME,2023-02-10 13:42:09.233
2823,HOME,2023-02-10 13:42:09.704
2867,HOME,2023-02-10 13:42:10.180
2909,HOME,2023-02-10 13:42:10.636
2952,HOME,2023-02-10 13:42:11.057
2995,HOME,2023-02-10 13:42:11.418
168,BUCKET,2023-02-10 13:41:11.912
208,BUCKET,2023-02-10 13:41:12.342
248,BUCKET,2023-02-10 13:41:12.838
290,BUCKET,2023-02-10 13:41:13.237
328,BUCKET,2023-02-10 13:41:13.658
368,BUCKET,2023-02-10 13:41:14.132
408,BUCKET,2023-02-10 13:41:14.498
450,BUCKET,2023-02-10 13:41:15.003
488,BUCKET,2023-02-10 13:41:15.347
527,BUCKET,2023-02-10 13:41:15.814
568,BUCKET,2023-02-10 13:41:16.163
607,BUCKET,2023-02-10 13:41:16.631
648,BUCKET,2023-02-10 13:41:17.081
689,BUCKET,2023-02-10 13:41:17.546
728,BUCKET,2023-02-10 13:41:17.894
768,BUCKET,2023-02-10 13:41:18.350
806,BUCKET,2023-02-10 13:41:18.746
848,BUCKET,2023-02-10 13:41:19.190
892,BUCKET,2023-02-10 13:41:19.663
932,BUCKET,2023-02-10 13:41:20.048
972,BUCKET,2023-02-10 13:41:20.481
1008,BUCKET,2023-02-10 13:41:46.383
1053,BUCKET,2023-02-10 13:41:46.881
1096,BUCKET,2023-02-10 13:41:47.300
1139,BUCKET,2023-02-10 13:41:47.744
1186,BUCKET,2023-02-10 13:41:48.188
1226,BUCKET,2023-02-10 13:41:48.606
1268,BUCKET,2023-02-10 13:41:49.081
1311,BUCKET,2023-02-10 13:41:49.496
1354,BUCKET,2023-02-10 13:41:49.956
1398,BUCKET,2023-02-10 13:41:50.390
1440,BUCKET,2023-02-10 13:41:50.842
1484,BUCKET,2023-02-10 13:41:51.297
1526,BUCKET,2023-02-10 13:41:51.723
1568,BUCKET,2023-02-10 13:41:52.148
1612,BUCKET,2023-02-10 13:41:52.589
1655,BUCKET,2023-02-10 13:41:53.038
1698,BUCKET,2023-02-10 13:41:53.545
1742,BUCKET,2023-02-10 13:41:53.974
1786,BUCKET,2023-02-10 13:41:54.450
1826,BUCKET,2023-02-10 13:41:54.882
1873,BUCKET,2023-02-10 13:41:55.377
1912,BUCKET,2023-02-10 13:41:55.775
1957,BUCKET,2023-02-10 13:41:56.217
2001,BUCKET,2023-02-10 13:41:56.567
2043,HOME,2023-02-10 13:42:01.670
2086,HOME,2023-02-10 13:42:02.083
2133,HOME,2023-02-10 13:42:02.516
2175,HOME,2023-02-10 13:42:02.996
2219,HOME,2023-02-10 13:42:03.474
2261,HOME,2023-02-10 13:42:03.857
2305,HOME,2023-02-10 13:42:04.359
2341,HOME,2023-02-10 13:42:04.699
2390,HOME,2023-02-10 13:42:05.253
2433,HOME,2023-02-10 13:42:05.649
2475,HOME,2023-02-10 13:42:06.032
2519,HOME,2023-02-10 13:42:06.607
2565,HOME,2023-02-10 13:42:07.060
2609,HOME,2023-02-10 13:42:07.506
2645,HOME,2023-02-10 13:42:07.891
2694,HOME,2023-02-10 13:42:08.412
2738,HOME,2023-02-10 13:42:08.842
2781,HOME,2023-02-10 13:42:09.238
2824,HOME,2023-02-10 13:42:09.722
2868,HOME,2023-02-10 13:42:10.183
2910,HOME,2023-02-10 13:42:10.636
2953,HOME,2023-02-10 13:42:11.062
2996,HOME,2023-02-10 13:42:11.436
169,BUCKET,2023-02-10 13:41:11.884
209,BUCKET,2023-02-10 13:41:12.333
249,BUCKET,2023-02-10 13:41:12.823
289,BUCKET,2023-02-10 13:41:13.234
329,BUCKET,2023-02-10 13:41:13.678
369,BUCKET,2023-02-10 13:41:14.114
409,BUCKET,2023-02-10 13:41:14.537
451,BUCKET,2023-02-10 13:41:14.955
490,BUCKET,2023-02-10 13:41:15.386
